image_name| comment_number| comment|Translated_Comment
3251906388.jpg| 2| Two dogs play tug-of-war with a dark object in the snow .|Хоёр нохой нь цасанд харанхуй объекттой дайн тоглодог.
3368368761.jpg| 1| A male and female are running down a sandy hill .|Эрэгтэй, эмэгтэй элсэрхэг толгод дээр гүйж байна.
3755945880.jpg| 2| two humans climb a building while a crowd of onlookers cheer them on|Хоёр хүн барилгачдыг барьж байхдаа барьж байхдаа нэг хүн барьж авирч байна
4939482606.jpg| 1| A woman wearing blue is talking to a man sitting on the sidewalk , next to some vegetables for sale .|Цэнхэр өмссөн эмэгтэй, явган хүний зам дээр сууж буй хүнтэй хамт явж буй хүнтэй ярилцаж байна.
2192475933.jpg| 4| child wearing a hat at the beach|Хүүхэд далайн эрэг дээр малгай өмсдөг
6053187227.jpg| 4| Waving an ancient fan in her native clothing .|Эртний фенийг уугуул хувцастайгаа даллаж байна.
275168455.jpg| 2| A man and woman attending people at a vendor stand .|Борлуулагчдын байранд оролцож буй хүн, эмэгтэй хүн.
3182121297.jpg| 4| Person snowboarding at a ski slope .|Цанын гулсалт дээр цасан урлалын самбар.
1714754988.jpg| 3| A young boy is smiling on the beach .|Залуу хүү нар далайн эрэг дээр инээмсэглэж байна.
3156406419.jpg| 4| A person skiing downhill .|Доошоо цанаар гулгадаг хүн.
3520199925.jpg| 1| A woman playing the violin with posters in the background .|Арын дэвсгэр дээр постеруудтай хамт хийл тоглож буй эмэгтэй.
4480997710.jpg| 4| Man and women standing under a red umbrella .|Улаан шүхэр дор зогсож байгаа эрэгтэй, эмэгтэй хүмүүс.
1463864223.jpg| 3| A man painted in gold with cycle stands in the street .|Циклд циклээр будсан хүн гудамжинд зогсож байв.
4440438333.jpg| 4| Pitcher about to pitch the ball .|Бөмбөгийг давах гэж байна.
84864687.jpg| 4| An old man fell asleep in a chair .|Хөгшин хүн сандал дээр унтаж байв.
4728340384.jpg| 0| A man in a striped shirt sits next to a display of oranges and other food , with a garden in the background .|Судалсан цамцтай эр жүрж, бусад хоол хүнс, бусад хоол хүнс, бусад хоол хүнстэй хамт цэцэрлэгт хүрээлэнгийн хажууд байрладаг.
2053777548.jpg| 4| The dog jumps to catch the ball .|Нохой бөмбөг барихаар үсрэв.
7680969218.jpg| 1| Two women and a young man digging up dirt and putting it in a wheelbarrow .|Хоёр эмэгтэй, нэг залуу шороо ухаж, тэргэнцэр дээр тавьж,
3827686564.jpg| 2| A young male practicing tricks with his skateboard on a cement curb .|
1694114389.jpg| 3| A man riding his bike towards the sunlight pouring out from under the trees .|
3121387465.jpg| 0| The woman in the black shirt and reddish skirt is getting a gift from the man with the white shirt , while a girl with a white sweater is looking eagerly at what the man is giving the woman , and are , presumably , in a party .|Хар цамц, улаавтар, улаан цамц өмссөн эмэгтэй цагаан цамцтай, цагаан цамцтай, цагаан цамцтай охин нь эмэгтэй хүнийг эмэгтэй хүнээр өгч байгаа юм,
3232994074.jpg| 3| An older man plays a game with a small child .|Настай эр жижиг хүүхэдтэй тоглоом тоглодог.
6337759785.jpg| 0| Three men playing football where one guy wearing a red uniform is holding the football , the second guy wearing a red uniform and the third guy wearing a white uniform .|Улаан дүрэмт хувцас өмссөн нэг залуу хөлбөмбөг тоглож, нэг залуу хөлбөмбөг тоглож, улаан дүрэмт хувцас өмссөн, хоёр дахь жигд,
4541174424.jpg| 0| A group of people standing by Track 17 and waiting for a subway train .|17-р зам дагуу зогсож, Метро галт тэрэг хүлээж байна.
617782839.jpg| 0| An archer using the japanese style teachings aiming at his target , while wearing traditional japanese garb|Японы загварын заалтуудыг ашиглан, уламжлалт Японы гаралтай
4619640749.jpg| 3| elderly people sit on the street playing a game .|Ахмад настан хүмүүс тоглоом тоглож байна.
2701042060.jpg| 0| A black dog is drinking next to a brown and white dog that is looking at an orange ball in the lake , whilst a horse and rider passes behind .|Хар нохой нь нуурын улбар шар, цагаан бөмбөгийг нууран, цагаан бөмбөг, морьтон, морьтон, морьтон руу дайрч өнгөрч байна.
3626475209.jpg| 0| a black and white dog jumping over a red , white and blue striped pole|Хар ба цагаан нохой улаан, цагаан, цэнхэр судалтай туйл дээр үсэрч байв
136886677.jpg| 0| A large man sits in the back of a canoe with another man in front on a river .|Том эр хүн голын урд нөгөө хүнтэй хамт завиар завиар сууж байв.
261883591.jpg| 1| A man wearing a hard hat stands in front of buildings not yet finished being built .|Хатуу малгай өмссөн эрийг хараахан баригдаж дуусаагүй байгаа тул хатуу малгай өмсдөг хүн.
2169067981.jpg| 2| Two boys playing tug-of-war while one reaches out to chair on left|Хоёр хүү TIG-дайныг нэг нь зүүн талд нь сандал дээр хүрч байхад
275169881.jpg| 0| A woman in a blue and black striped shirt shows her phone to a man wearing glasses and a blue and yellow plaid shirt in the middle of a street .|Цэнхэр, хар судалтай эмэгтэй хүн гудамжны дунд шил зүүж, цэнхэр, шар өнгийн плэйд цамц өмсдөг.
4734146340.jpg| 4| An old man holding a large stick .|Том саваа барьж байгаа хөгшин хүн.
3099627946.jpg| 3| Choir sings at the front of a church .|Сүмийн урд хэсэг нь сүмийн урд дуулдаг.
2322050182.jpg| 1| A toddler walking through an old building in a blue outfit .|Хуучин байраар хуучин байшингаар алхаж байв.
3360508977.jpg| 3| A family is singing and the mother is holding her baby .|Гэр бүл дуулж, ээж нь хүүхдээ барьж байна.
2810456728.jpg| 3| Four guitarists and a drummer on stage .|Дөрвөн гитарчин, тайзан дээр бөмбөрчин.
6229825733.jpg| 0| Three men in uniforms and hard hats , riding in a boat , in choppy water , had just passed under a roadway .|Дүрэмт хувцас, хатуу малгай, завь дээр гурван эр, завин дээр унах, завин дээр унах, зүгээр л зам дагуу явагдсан.
2508515814.jpg| 0| Three women standing in front of a SallieMae sign interact among themselves .|Саллияемийн тэмдгийн урд зогсож байсан гурван эмэгтэй.
4663401740.jpg| 3| A person out front of a business with a woman statue holding a bottle .|Эмэгтэй хүний хөшгийг эзэмшиж буй эмэгтэй хүний урд бизнес эрхэлдэг хүн.
3593556797.jpg| 0| A woman in a short skirt holds a plastic bottle as she walks down a street with auto and pedestrian traffic .|Богино банзал өмссөн эмэгтэй нь авто, явган зорчигчийн замын хөдөлгөөнтэй гудамжаар алхаж байхдаа хуванцар савыг барьдаг.
3328646934.jpg| 1| A blond boy slides down a sand dune on a skateboard with no wheels .|Шаргал хүү нь дугуйгүй тэшүүрээр элсний манхан доош гулсдаг.
81125088.jpg| 1| A kid wearing a red outfit and sandals in the bed of a dirty pickup truck .|Бохир ачааны машины орон дээр улаан хувцас өмссөн улаан хувцас, шаахайнууд өмссөн хүүхэд.
2934573544.jpg| 1| Black and brown dog runs over grass , houses in background .|Хар ба Браун нохой нь өвс, арын дэвсгэр дээр ажилладаг.
2560388887.jpg| 1| Several people are flying kites , with mountains in the background .|Хэд хэдэн хүн нисдэг цаасан шувуу, арын хэсэгт уулс.
2042765375.jpg| 4| People on boats going down a thick tree-lined river .|Завин модтой, өтгөн модтой гол руу явж байна.
485545592.jpg| 2| A small boy with a blue shirt playing with a toy .|Тоглоомтой цэнхэр цамцтай цомогт цомогтай жижиг хүү.
4645730257.jpg| 1| A woman is wearing a blue and white striped shirt while sitting .|Нэгэн эмэгтэй сууж байхдаа цэнхэр, цагаан судалтай цамц өмсөж байна.
6334398206.jpg| 3| A woman with bucket cleaning a public seating area .|
3126225245.jpg| 1| A young toddler boy dances with bubbles at an inside play area .|Залуу хүүхэд хөвгүүн доторх тоглоомын бүсэд бөмбөлөгтэй бүжиглэдэг.
1454439103.jpg| 3| A pitcher and a catcher talking on the mound at a baseball field .|Бейсболын талбайд өлгүүр, баригч нар бейсболын талбай дээр ярьж байна.
2935649082.jpg| 3| A man loses control of his watercraft .|Хүн усан онгоцоо хянахаа алддаг.
5117317939.jpg| 4| A group of people are gathered in an office , talking .|Бүлгийн бүлэг хүмүүс оффис дээр цуглардаг.
256405548.jpg| 3| Swimming instructors show young girls how to float .|Усанд сэлэх багш нар залуу охидыг хэрхэн хөвөхийг харуулдаг.
2451114871.jpg| 1| Four dogs in blue , green , red and black jerseys are racing .|Цэнхэр, ногоон, улаан, улаан, хар өмсгөл нь уралдаанд оролцдог.
3827245354.jpg| 3| Man in a black sweater sitting on a mountainside .|Уулын дэргэдэх хар цамцанд хүн.
108656820.jpg| 3| Lots of people in different costumes at some kind of party .|Зарим төрлийн үдэшлэгт янз бүрийн хувцас өмсдөг олон хүн.
2900265091.jpg| 1| A crowd of people is watching a singer and drummer perform in a dark room .|Олон хүн олон хүн дуучин, бөмбөрчин, харанхуй өрөөнд тоглодог.
4789384235.jpg| 2| A man kisses the neck of a woman sitting on his lap .|Эр хүн өвөр дээрээ сууж байсан эмэгтэйн хүзүүг үнсэж байна.
4812040741.jpg| 3| Two uniformed men talk while standing on a road .|Зам дээр зогсож байхдаа хоёр дүрэмт хувцастай эрчүүд ярьдаг.
4878557563.jpg| 0| Asian street scene with two women in foreground , red building with lion poster in the background .|Азийн гудамжны дүр зураг арслангийн урд, улаан барилга, арслан зурагт хуудас.
5311177343.jpg| 2| A man getting help with fitness from a physical trainer in a gym .|Хүн биеийн тамирын зааланд бие махбодийн дасгалжуулагчийн фитнессээс тусламж авахад тусалдаг.
3517040752.jpg| 3| Parents watch as girls play softball in a game .|Эцэг эхчүүд охидод софтбол тоглодог шиг үздэг.
3247385464.jpg| 1| Man in bright yellow jacket and black pants riding a bicycle in snow by a roadway protected by a railing .|Хөнгөн хүрэм, хар өмд, хар өмдтэй дугуйгаар унадаг дугуй унаж, зам дээр хамгаалагдсан зам дээр унадаг дугуй унаж байв.
8015752233.jpg| 2| A worker in an orange costume hoses down a long cement dock .|Улбар шар өнгийн костюмтай ажилчин нь урт цемент док дээр доошоо буув.
4857153551.jpg| 2| Lady with sunglasses looks up , while man on her left consults a map|Нарны шилтэй хатагтай дээшээ харагддаг, зүүн талд байгаа хүн түүний зүүн талд газрын зурагтай зөвлөлдөх болно
5705242347.jpg| 4| Three dancers performing on a stage .|Тайзан дээр тоглодог гурван бүжигчин.
3765332712.jpg| 2| A group of teenage girls dance in a circle on stage .|Өсвөр насны охидын бүлгийн охидууд Тайзан дээр бүжиглэж байна.
418396886.jpg| 2| People are riding their bikes down a road .|Хүмүүс дугуй унаж байна.
5789294140.jpg| 2| Here are five male students in a classroom having an informal discussion .|Албан бус хэлэлцүүлэгт ангидаа таван эрэгтэй оюутан байна.
203390686.jpg| 3| Preparing a fish dinner for the family .|Гэр бүлдээ загасны оройн хоол бэлтгэх.
3566826511.jpg| 2| Two women standing in front of a mirror while styling hair .|Муухай үстэй байх үед толины урд зогсож байв.
2474483208.jpg| 2| two men go toe to toe in a martial arts competition .|Хоёр хүн тулалдааны урлагийн тэмцээнд хуруугаараа хуруугаараа явдаг.
2975118353.jpg| 1| A man is performing a jump on his snowboard .|Эрэгтэй хүн цасан самбар дээрээ үсэрч тоглодог.
5684720360.jpg| 3| A woman is waiting with children as she is checked out at Walmart .|Эмэгтэй хүн Walmart дээр шалгаж байхдаа хүүхдүүдтэй хамт хүлээж байна.
4781889177.jpg| 2| A woman in a short red dress and costume wings is walking in a public fountain .|Богино улаан даашинзтай эмэгтэй, хувцасны далавч нь олон нийтийн усан оргилуур дээр алхаж байна.
5823012892.jpg| 0| A little boy is serving tea to four dolls which are seated around a small table as a little girl stands nearby watching .|
5397926630.jpg| 3| An ice skating couple performs on the ice .|Мөсөн тэшүүрээр хэдхэн хос мөсөн дээр тоглодог.
265561932.jpg| 1| three men sitting at a bar inside of a restaurant .|Гурван хүн рестораны дотор сууж байв.
476496952.jpg| 3| Boy carries big white and red bag from truck .|Хүү нь ачааны машинаас том цагаан, улаан уут авч явдаг.
4690454050.jpg| 1| Two women in bathing suits are sunbathing on the beach .|Усанд орох костюмтай хоёр эмэгтэй далайн эрэг дээр наран шарлагын газар байдаг.
2705104779.jpg| 0| A red pickup truck is being washed by several people , one of whom is standing in the bed of the truck wearing a red shirt and blue shorts , washing the back window .|Улаан пикап ачааны машиныг хэд хэдэн хүн угааж байна, улаан цамц, цэнхэр өнгийн шорт өмсөж, цэнхэр өнгийн цонх өмсөж, арын цонхыг угааж байна.
1313693129.jpg| 3| A young woman and a young boy stand on the shore of a river .|Залуу эмэгтэй, залуу хүү голын эрэг дээр зогсож байв.
4351764727.jpg| 0| A band sings under red lights while a couple dances in the foreground .|Нарангаараа хосууд нүүрэн дээр байрладаг.
3364202209.jpg| 0| A woman looks up while eating with a spoon out of bowl she is holding in her left hand .|Гялалзсан аяганы халбага, түүний зүүн гартаа барьж байгаа аяганд халбагаар идэж байхдаа харагдаж байна.
36451757.jpg| 0| Two men with brown shirts on and a woman are outside with two black dogs .|Браун цамцтай хоёр эрэгтэй, эмэгтэй хүн хоёр хар нохойтой байдаг.
2687229880.jpg| 0| Lady walking and squinting from the sun in a large group of people .|Хатагтай нартай хамт алхаж, нарнаас том бүлэгт ордог.
7024620109.jpg| 2| A man is catching a ball in the middle of some sort of sport .|Эр хүн зарим төрлийн спортоор бөмбөг барьж байна.
2830869109.jpg| 3| A boy and girl playing with buckets in a lawn sprinkler|Хөвгүүд, охин нь зүлэгжүүлсэн шүршигчтэй хувинтай тоглож байгаа хүү, охин
4846544688.jpg| 1| A man in traditional garb is bleeding from cuts on his back .|Уламжлалт Гарб дахь хүн түүний нуруун дээр тайрахаас цус алдах явдал юм.
4478989677.jpg| 1| A young Hispanic woman in a pink tank top is painting .|Ягаан танкийн дээд хэсэгт залуу Испанийн эмэгтэй.
151177193.jpg| 4| A young man dishing up food from a large pan .|
4565405799.jpg| 2| A young girl in a pink sweatshirt reading a book while being surrounded by clutter .|
2471493912.jpg| 1| a couple of people struggling through a muddy pit|Шавартай нүхээр дамжин өнгөрч буй хоёр хүн
4604145026.jpg| 1| A woman wearing a scarf and headphones walking down the street .|Гудамжинд алхаж буй ороолт, чихэвч өмссөн эмэгтэй.
3440160917.jpg| 3| A child in a green sweatshirt is collecting colored eggs|Ногоон цамцтай хүүхэд нь өнгөт өндөг цуглуулдаг
2339164918.jpg| 4| A woman stands with a ferret and a dog .|Эмэгтэй хүн Ферет, нохойтой зогсож байна.
204886976.jpg| 3| A silver statue of men on bikes .|Дугуй унаж буй эрчүүдийн мөнгөн дэвсгэрт.
4669745123.jpg| 3| The delivery boy waits to unload in front of the pizza parlor .|Хүргэлтийн хүү пиццаны танхимын урд буулгахыг хүлээж байна.
2243943940.jpg| 2| A couple play a board game with friends while drinking apple cider .|Хосууд Apple Cide-ийг ууж байхдаа найз нөхөдтэйгээ хамт онгоцоор тоглодог.
5415762131.jpg| 4| Two men playing in tennis match .|Теннис тоглодог хоёр эрэгтэй.
17396786.jpg| 1| A man in a red shirt and a woman in a colorful shirt and sitting outside .|Улаан цамц, эмэгтэй хүн өнгөлөг цамц өмсөж, гадаа сууж байв.
3296124052.jpg| 4| A cook steps back as flames leap from a pan in a kitchen .|Гал тогоонд гал тогооны өрөөнөөс гал тогооноос үсрэлт хий.
6881414247.jpg| 0| A young woman in a brown leather jacket is about to look into a large telescope .|Хүрэн арьсан хүрэмтэй залуу эмэгтэй том дуран руу харах гэж байна.
3019199755.jpg| 0| A man is in a red race car while another man is at the back of it .|Нэг эр улаан уралдааны машинд байгаа бол өөр хүн үүний ар талд байдаг.
5831994264.jpg| 3| A woman is playing a keyboard while singing into a microphone .|Эмэгтэй хүн микрофон дуулж байхдаа гар тоглож байна.
3641999223.jpg| 1| A person plays cricket while being watched by a crowd .|Хүн олон түмнийг ажиглаж байхдаа крикет тоглодог.
1570065565.jpg| 4| There is a woman sitting at a table by the kitchen .|Гал тогооны өрөөнд ширээн дээр сууж буй эмэгтэй байдаг.
3674521435.jpg| 2| Kids jump their bikes off of dirt ramps near a waterfront .|Хүүхдүүд усан сангийн ойролцоох шороон налуу замаас дугуй унав.
4885728602.jpg| 4| A man playing guitar on the street .|Гудамжинд гитар тоглож байгаа хүн.
3276448136.jpg| 1| A group of people , several of which are wearing fuzzy pink antennae .|Нэг бүлэг хүмүүс, хэд хэдэн бүдэгхэн ягаан антен өмссөн байдаг.
283757164.jpg| 3| Here are a bunch of people at a sidewalk sale .|Явган хүний зам зарна.
5181419899.jpg| 1| A group of children wearing medals around their necks are standing around a table filled with food , buffet style .|Хүзүүний эргэн тойронд медаль өмссөн хүмүүсийн дунд зэргийн хүүхдүүд нь хоол хүнс, буфет хэв маягаар дүүрсэн хүснэгтийн эргэн тойронд зогсож байна.
3856157065.jpg| 2| Two woman at a professional conference or convention .|Мэргэжлийн хуралд хоёр эмэгтэй эсвэл конвенци.
2395801215.jpg| 4| A red-haired girl holding an animal .|Амьтан барьж буй улаан үстэй охин.
2500720722.jpg| 4| A woman in a white jacket walks past messy storefronts .|Цагаан хүрэм өмссөн эмэгтэй месситрийн дэлгүүрийн үеэр алхдаг.
3951498887.jpg| 4| A man is repairing a bicycle in a shop .|Хүн дэлгүүрт унадаг дугуйг засаж байна.
3839206915.jpg| 1| Two African American men walking by a shop window containing a manikin dressed in a striped shirt and striped pants .|Судалгатай цамц, судалтай өмд өмссөн дэлгүүрийн цонхоор алхаж буй хоёр африк гаралтай Америк эрчүүд.
2904997007.jpg| 2| A small boy jumps from a bunk bed onto a single bed .|Жижигхэн хүү нь нэг ор дээр нэг ширхэг орноос үсрэв.
2911238432.jpg| 2| A group of kids float in the middle of a pond .|Бүлэг хүүхдүүд цөөрөмд хөвдөг.
3717886615.jpg| 1| A female sings and plays into a microphone and a male in green striped shorts plays a hand drum|Эмэгтэй микрофон, микрофон руу тоглодог, ногоон судалтай шортонд тоглодог, эрэгтэй
5984974054.jpg| 0| A small white car is stuck on the track , while the train car that hit it at a slow speed , sits still , as a rescue worker helps the driver .|Жижиг цагаан машин нь зам дээр гацаж байна, галт тэрэгний машин удаан хурдтай, аврах ажилчин жолооч нарт тусалдаг.
8045061561.jpg| 3| A young athlete is on the field looking at something in the distance .|
3257107194.jpg| 4| Two boys hanging off a tire dock .|Дугуйны дугуйг өлгөөтэй хоёр хүү.
2299859649.jpg| 2| A young boy wearing a red coat eats a chocolate bar .|Улаан цув өмссөн залуу хүү шоколадны барыг иддэг.
3349258288.jpg| 0| A man rides a skateboard up a sloped concrete surface and into the air .|Нэг хүн тэшүүрээр гулсаж, гулсмал гадаргуу, агаарт тэшүүрээр унадаг.
2737096202.jpg| 0| A woman walking in front of a truck talking to someone that is walking beside her .|Түүний хажууд алхаж буй ачааны машины урд явж буй эмэгтэй.
335238081.jpg| 1| A young boy jumps into the air using a trampoline .|Залуу хүү трамполин ашиглан агаарт гарч ирдэг.
42975444.jpg| 3| A woman is putting together a wooden object .|Эмэгтэй хүн хамтдаа модон объектыг тавьдаг.
33382940.jpg| 0| The man is on a piece of timber that is laying in the middle of a body of water .|Эрэгтэй хүн усны биений голд хэвтэж байгаа мод дээр байдаг.
4551995611.jpg| 0| Three girls are looking over the side of a stone railing at a river in front of them .|Гурван охин тэдний өмнө голын эрэг дээрх чулуун хашлага дээгүүр харагдаж байна.
4445485475.jpg| 0| There are many people sitting outside of a building with statues .|Хөшөө бүхий барилгын гадна сууж буй олон хүмүүс байдаг.
2842849030.jpg| 0| A child in churning water at the edge of a pool , with orange water wings .|Усан бассейны ирмэг дээр усны ирмэг дээр, улбар шар өнгийн далавчтай.
2897143731.jpg| 1| Three people are waiting patiently for news about their loved one .|Гурван хүн хайртай хүнийхээ талаар тэвчээртэйгээр хүлээж байна.
294549892.jpg| 2| Three men sitting on a hill looking at the mountains and sky .|Гурван эр уул, тэнгэр рүү хардаг толгод дээр сууж байв.
3338289816.jpg| 2| A little kid in a striped shirt is rubbing his eye .|Судалтай цамц өмссөн бяцхан хүүхэд түүний нүдийг үрж байна.
2884301336.jpg| 4| A dog plays with a ball in a kiddie pool .|Нохой нь Kiddie усан санд бөмбөг тоглодог.
2817414272.jpg| 0| A man in a tuxedo and a woman in a white dress holding a bouquet are standing outdoors .|Бугуйг барьж буй цагаан хувцас өмссөн цагаан хувцас өмссөн цагаан хувцас өмссөн эмэгтэй, эмэгтэй хүн гадаа зогсож байна.
7586108058.jpg| 4| Two ballet dancers are embracing on stage .|Хоёр балетын бүжигчид тайзан дээр тэврэх болно.
4813609768.jpg| 0| An elderly woman in a blue shirt speaks with a male with her hands on her hips .|Цэнхэр цамц өмссөн настай эмэгтэй эмэгтэй түүний хонго дээр гараараа эрэгтэй хүнтэй ярьдаг.
2961247549.jpg| 3| A few men in gold and red oriental robes .|Алт, улаан дорно дахины дээлний цөөн хэдэн эрчүүд.
4089787993.jpg| 2| A woman watching over her two bunnies and curious cat .|Хоёр бөжин, сониуч муурыг харж байсан эмэгтэй.
4796658218.jpg| 0| A woman wearing a short , white dress while riding a bicycle that has a basket on front with things in it .|Дугуйтай хамт байгаа унадаг дугуй унаж буй унадаг дугуй өмсдөг, цагаан хувцас өмссөн эмэгтэй.
1277185009.jpg| 3| A shirtless man is walking on a rocky hill|Цамцгүй хүн хад чулуугаар алхаж байна
483884616.jpg| 4| People gather to watch a street performer .|Хүмүүс гудамжны жүжигчийг үзэхээр цуглардаг.
1918573100.jpg| 3| A dog walks on a red plank by a blue railing .|Нохой цэнхэр хашлагаас улаан банзан дээр алхдаг.
3393035454.jpg| 2| A young boy jumps off a rock in the forest|Залуу хүү ойд чулуунаас үсрэв
4855749823.jpg| 3| A woman walking down a suburban street .|Хотын захын гудамжаар алхаж буй эмэгтэй.
4099290978.jpg| 2| A man hunches over to watch TV in front of a red brick wall|
3616638478.jpg| 2| A woman and a young girl are standing together with arms outstretched .|Эмэгтэй, залуу охин нь гараа сунгасан гараараа хамт зогсож байна.
3327761688.jpg| 3| A driver parks his BMW in the garage .|Жолооч жолооч нар гаражид байрладаг.
4834130488.jpg| 3| several people are lounging around statued fountain .|Хэд хэдэн хүн чөлөөтэй усан оргилуурыг тойрч байна.
74916401.jpg| 4| A man in red is conducting a lecture .|Улаан өнгөтэй хүн лекц хийдэг.
5743199540.jpg| 1| The man in the striped apron is dancing with the woman in the polka dotted apron .|Судалд орсон хүн хормогч нь polka darted-ийн хормогчтой бүжиглэж байна.
4361532957.jpg| 0| A dalmatian and an Afghan-hound are waiting with owners and some other dogs at a dog show .|Далматиан ба Афганистан ан амьтан, нохойны шоунд байгаа зарим нохойтой хамт хүлээж байна.
8171835256.jpg| 0| Four men with a display table set up on top of boulders and rocks displaying stone plates and other sculptures .|Дөрвөн эрчүүдийг харуулсан дэлгэцийн хүснэгттэй, чулуун хавтан болон бусад уран баримал, бусад уран баримал үзүүлж буй чулуунууд.
122190424.jpg| 1| A construction crew working at several spots on the road .|Зам дээр хэд хэдэн цэг дээр ажиллаж байгаа барилгын багийнхан.
2410399168.jpg| 0| One dog is jumping in the air and the other is standing next to it .|Нэг нохой агаарт үсэрч, нөгөө нь түүний хажууд зогсож байна.
7081260077.jpg| 3| Rugby player in blue dives to tackle the ball carrier in white .|Бөмбөгийг Цагаан дээр блюкерийн зөөвөрлөлтийн регби тоглогчид цагаан шумбагчийг цагаан.
2214132302.jpg| 1| A woman in an orange jacket and orange glasses is jogging .|Улбар шар өнгийн хүрэм, улбар шар нүдний шил нь гүйлт хийдэг.
509241560.jpg| 3| A group of kids play on a colorful structure .|Хүүхдүүдийн бүлэг нь өнгөлөг бүтэцтэй тоглодог.
4307968.jpg| 0| A girl with brown hair and is wearing a pink and blue striped shirt is standing outside with a bunch of other people .|Хүрэн үстэй охин, ягаан, цэнхэр судал өмсөж байгаа нь ягаан, цэнхэр судалтай цамц өмсөж байна.
3442978981.jpg| 2| Two fencers are in a bout in a white gym .|Хоёр хашаа нь цагаан зааланд тулалдаж байна.
6727599793.jpg| 0| A surfer rides on his stomach on a surfboard in green water .|Ногоон усанд гадаргуу дээр ходоодонд нь чиглүүлдэг.
3515378674.jpg| 0| A male senior citizen is drinking liquor straight from the bottle .|Эрэгтэй ахмад иргэн бол шууд лонхнаас архи ууж байна.
1220401002.jpg| 3| Two girls laughing outside in a yard .|Хоёр охин гадаа хашаанд инээлдэж байна.
2341080150.jpg| 4| A group of people admiring antique cars .|Эртний машиныг биширдэг бүлэг хүмүүс.
4751647247.jpg| 2| A long-haired woman listens to music as she walks on a sunny day .|Урт үстэй эмэгтэй нар нартай өдөр алхахдаа хөгжим сонсдог.
530661899.jpg| 1| Two people backlit with light sky .|Хоёр хүн хөнгөн тэнгэртэй ар тал.
492104206.jpg| 4| A homeless man next to a pepsi machine .|Пепси машины хажууд орон гэргүй хүн.
4590720793.jpg| 1| Two girls in matching costumes are holding drumsticks .|Тохирох хувцас өмссөн хоёр охин нь бөмбөрийг барьж байна.
2537802214.jpg| 2| These people are trying to repair something that needed to be fixed .|Эдгээр хүмүүс үүнийг засах шаардлагатай зүйлийг засах гэж оролдож байна.
4841631694.jpg| 1| A woman , wearing a dark top and jeans , gets down on her knees in the sand to get a better shot with her camera .|Нэгэн эмэгтэй, харанхуй дээд, жинсэн өмд өмсөж, хачирхалтай нь илүү сайн буудахын тулд элсэн дээр өвдөг дээрээ доошоо буув.
2363100645.jpg| 4| A young girl plays guitar by pink walls .|Залуу охин ягаан ханагаар гитар тоглодог.
6939434967.jpg| 4| Three girls playing jump rope .|Гурван охин үсэрч олсоор тоглож байна.
2785108434.jpg| 2| A little kid jumps up into the air above the ocean .|Бяцхан хүүхэд далайгаас дээш агаарт үсрэв.
4725033521.jpg| 2| A woman is just shopping her things in a shop .|Эмэгтэй хүн зүгээр л дэлгүүрт байгаа юмаа дэлгүүр хэсчээ.
7715537014.jpg| 0| Six black men are either competing in a track race or practicing for a competition at the London 2012 Olympics .|Зургаан хар эрчүүдийг Track уралдаанд өрсөлдөж эсвэл Лондонтой 2012 оны London 2012 оны нишингээнд өрсөлдөөнтэй байдаг.
2056377805.jpg| 4| A group of people river rafting .|Голын эрэг голын бүлэг.
4622340284.jpg| 4| A woman is riding a scooter in a middle-eastern country .|Нэг эмэгтэй дунд, Дунд-Залланд улсад скутер унаж байна.
2513594933.jpg| 1| A lady in a sexy red dress walks in front of a crowd of men .|Секси улаан хувцас өмссөн эмэгтэй хүн олон хүмүүсийн өмнө алхаж байна.
3335127933.jpg| 3| Men and women sit in a meeting and listen to a presentation .|Эрэгтэй, эмэгтэй хүмүүс уулзалтанд сууж, танилцуулга сонсдог.
3638318149.jpg| 0| A young boy playing on his skateboard on a patio of an interesting building , while two people are sitting in chairs in the background .|Залуу хүү нь сонирхолтой байшингийнхаа хүснэгт дээр тэшүүрээр тоглодог.
4733155804.jpg| 1| A bicyclist is calling someone or checking his text messages .|Унадаг дугуйчин хүн рүү залгаж, эсвэл текст мессежийг шалгаж байна.
13651137.jpg| 2| a man in a gray shirt and a hat holding a jackhammer|саарал цамцтай хүн, jackhmammer барьж байгаа малгай
3036596725.jpg| 1| A white greyhound dog wearing a muzzle runs around a track .|Мөөгөнцрийн өмссөн цагаан грейхунь нохой зам дагуу гүйдэг.
4625651551.jpg| 2| Two brunette females wearing sunglasses in the outdoors .|Гадаа нарны шил зүүсэн хоёр brunete эмэгчин.
5171265627.jpg| 4| A man in a suit rides a brown horse .|Костюмтай эр Браун морь унав.
917574521.jpg| 2| Two children wearing bright pink clothes are playing with a toy lawn mower .|Хурц ягаан өнгийн хувцас өмссөн хоёр хүүхэд тоглоомын зүлэгтэй хөлөг онгоцоор тоглож байна.
2390400553.jpg| 2| A man on a scaffold hanging by a rope reaches out to a ledge or window .|Олс өлгөөтэй байгаа эр хүн ope өлгөөтэй, цонх эсвэл цонх руу чиглүүлдэг.
3441959314.jpg| 3| Two men trying to build a fire .|Хоёр хүн гал барих гэж оролдов.
3725353555.jpg| 1| A tan and black dog jumps through a water sprinkler in the yard .|Тан, хар нохой хашаанд усан шүршигчээр үсрэв.
